"","X1","X2","X3","X4","X5","X6","X7","X8","X9","n11","n12","n21","n22","pi_1","pi_2","phi","z_significant","index"
"223",1,NA,0,1,NA,0,1,1,0,22,4,14,16,0.846153846153846,0.466666666666667,0.379487179487179,2.67617961316824,"218 74 202"
"224",NA,1,NA,0,0,0,0,0,1,10,30,0,45,0.25,0,0.25,3.23348009403468,"127 383 63 319"
"225",0,NA,NA,1,0,1,0,1,0,41,10,16,22,0.803921568627451,0.421052631578947,0.382868937048504,3.49985387288358,"278 406 342 470"
"226",1,0,0,NA,0,NA,1,1,0,16,13,5,20,0.551724137931034,0.2,0.351724137931034,2.36372041601904,"218 242 250"
"227",NA,1,0,1,0,NA,1,0,1,9,13,3,31,0.409090909090909,0.0882352941176471,0.320855614973262,2.5244229177969,"91 339 347"
"228",1,1,NA,NA,1,0,0,0,0,12,22,2,22,0.352941176470588,0.0833333333333333,0.269607843137255,2.05169088284199,"80 48 112"
"229",1,NA,0,0,1,1,0,1,NA,26,7,15,19,0.787878787878788,0.441176470588235,0.346702317290553,2.66073716349681,"229 102 230"
"230",0,1,NA,NA,0,1,1,0,1,34,11,11,26,0.755555555555556,0.297297297297297,0.458258258258258,3.92671956140253,"275 307 371"
"231",NA,0,0,0,1,1,NA,1,1,22,7,15,21,0.758620689655172,0.416666666666667,0.341954022988506,2.51559806745078,"229 481 485"
"232",NA,1,0,1,1,0,0,NA,0,24,15,9,27,0.615384615384615,0.25,0.365384615384615,2.9519974903511,"336 80 78 334"
"233",1,1,1,NA,1,1,0,NA,1,29,0,16,10,1,0.615384615384615,0.384615384615385,3.34209447662932,"39 5 37"
"234",1,0,NA,NA,1,1,1,0,0,31,3,37,18,0.911764705882353,0.672727272727273,0.23903743315508,2.32367818630631,"132 196 164 228"
"235",NA,NA,0,0,1,1,1,0,1,26,3,16,13,0.896551724137931,0.551724137931034,0.344827586206897,2.64406343126851,"227 99 355"
"236",0,0,1,1,NA,NA,0,0,1,14,19,4,29,0.424242424242424,0.121212121212121,0.303030303030303,2.48746859276655,"391 407 415"
"237",0,NA,0,1,0,0,0,1,NA,10,21,0,40,0.32258064516129,0,0.32258064516129,3.53143280403179,"477 478 349 350"
"238",NA,0,1,1,1,1,0,NA,1,31,3,13,14,0.911764705882353,0.481481481481481,0.430283224400871,3.43550282999048,"391 133 389"
"239",1,0,0,NA,0,0,NA,1,0,10,24,2,31,0.294117647058824,0.0606060606060606,0.233511586452763,2.17347780439974,"218 222 254"
"240",1,0,0,1,0,NA,1,1,NA,27,11,16,26,0.710526315789474,0.380952380952381,0.329573934837093,2.72790806271816,"217 218 209 210"
"241",0,NA,0,1,0,1,NA,1,0,29,8,20,22,0.783783783783784,0.476190476190476,0.307593307593308,2.57868900630119,"338 466 342 470"
"242",NA,0,1,0,0,NA,1,0,1,14,17,5,33,0.451612903225806,0.131578947368421,0.320033955857385,2.68937072655189,"179 435 443"
"243",1,1,NA,1,1,NA,0,1,0,27,0,27,9,1,0.75,0.25,2.4424707941441,"14 6 70"
"244",NA,1,0,NA,0,0,0,1,0,7,17,1,37,0.291666666666667,0.0263157894736842,0.265350877192982,2.64690898074937,"350 126 382"
"245",1,1,1,0,1,NA,1,NA,0,21,2,21,14,0.91304347826087,0.6,0.31304347826087,2.30906566286741,"44 34 36"
"246",0,1,0,NA,NA,1,0,0,0,6,12,2,30,0.333333333333333,0.0625,0.270833333333333,2.10559779635771,"344 360 376"
"247",0,1,NA,1,0,0,0,0,NA,9,21,0,27,0.3,0,0.3,2.73766523826236,"288 287 351"
"248",1,0,0,NA,1,1,NA,1,1,34,4,25,12,0.894736842105263,0.675675675675676,0.219061166429588,2.03338325896006,"229 193 197"
"249",NA,1,0,0,1,0,NA,1,0,15,6,4,22,0.714285714285714,0.153846153846154,0.56043956043956,3.59348009555761,"110 362 366"
"250",NA,1,1,0,NA,0,1,1,0,17,4,7,13,0.80952380952381,0.35,0.45952380952381,2.66824866633119,"58 298 314"
"251",1,0,0,NA,0,1,1,0,NA,15,16,7,27,0.483870967741935,0.205882352941176,0.277988614800759,2.10328697465206,"211 212 244"
"252",0,NA,1,NA,0,0,0,0,0,7,29,0,36,0.194444444444444,0,0.194444444444444,2.38677675887447,"288 320 448 416"
"253",0,1,NA,0,NA,0,0,0,0,5,35,0,49,0.125,0,0.125,2.08476304197984,"304 320 384 368"
"254",0,NA,1,0,NA,0,0,0,0,5,25,0,40,0.166666666666667,0,0.166666666666667,2.21055161928838,"304 320 448 432"
"255",1,1,1,1,0,1,NA,1,NA,33,0,19,11,1,0.633333333333333,0.366666666666667,3.49653754354053,"22 17 18"
"256",0,NA,NA,0,NA,0,0,0,0,5,55,0,70,0.0833333333333333,0,0.0833333333333333,2.00563491906464,"304 320 384 368 496 432"
"257",0,NA,1,NA,1,1,NA,0,1,23,4,23,25,0.851851851851852,0.479166666666667,0.372685185185185,2.93425548114606,"387 391 291 419"
"258",0,1,NA,NA,1,NA,1,0,0,31,7,24,23,0.815789473684211,0.51063829787234,0.30515117581187,2.69875108264689,"356 364 260 292"
"259",0,0,NA,NA,1,0,1,0,NA,25,31,13,54,0.446428571428571,0.194029850746269,0.252398720682303,2.82103481055877,"427 428 395 396 491 492"
"260",0,NA,NA,0,NA,0,0,0,0,5,69,0,90,0.0675675675675676,0,0.0675675675675676,2.04809012588064,"320 448 384 512 368 496 432 304"
"261",0,NA,1,NA,0,0,1,0,NA,14,36,2,49,0.28,0.0392156862745098,0.24078431372549,3.04099049617202,"283 315 284 411 412"
"262",1,0,NA,NA,0,NA,1,1,1,38,11,22,28,0.775510204081633,0.44,0.335510204081633,3.21014843624583,"177 241 185 145 153"
"263",NA,1,NA,0,NA,0,0,0,0,5,41,0,53,0.108695652173913,0,0.108695652173913,2.00308367818401,"304 320 384 368 128"
"264",0,1,NA,NA,1,0,NA,0,1,29,31,14,43,0.483333333333333,0.245614035087719,0.237719298245614,2.4739392693875,"267 331 303 363 367"
"265",NA,NA,NA,0,0,0,1,0,0,13,53,1,63,0.196969696969697,0.015625,0.181344696969697,3.05165003436622,"60 316 124 380 188 252"
"266",NA,NA,1,0,0,0,1,NA,0,19,30,4,48,0.387755102040816,0.0769230769230769,0.310832025117739,3.48546648498351,"60 316 186 442 444"
"267",0,NA,1,0,NA,0,0,NA,0,5,40,0,57,0.111111111111111,0,0.111111111111111,2.11885574009043,"304 320 448 432 318 446"
"268",0,NA,1,0,NA,0,0,0,NA,5,48,0,63,0.0943396226415094,0,0.0943396226415094,2.03332788622811,"304 320 448 432 431 447"
"269",0,1,NA,NA,1,NA,1,1,1,52,0,51,15,1,0.772727272727273,0.227272727272727,3.40124868518793,"321 329 289 353 297 361"
"270",1,0,NA,0,NA,1,0,0,NA,24,55,5,61,0.30379746835443,0.0757575757575758,0.228039892596855,3.21017879413209,"183 184 231 247 232 248"
"271",0,NA,1,NA,0,0,0,NA,0,7,44,0,53,0.137254901960784,0,0.137254901960784,2.4013167084616,"288 320 448 416 318 446"
"272",0,NA,1,NA,0,0,0,0,NA,7,38,0,44,0.155555555555556,0,0.155555555555556,2.3317773614247,"288 320 448 416 447"
"273",0,NA,NA,NA,0,0,0,0,0,7,59,0,76,0.106060606060606,0,0.106060606060606,2.52319275758716,"288 320 448 416 384 512 480"
"274",0,1,NA,1,1,1,0,NA,NA,41,8,39,32,0.836734693877551,0.549295774647887,0.287438919229664,3.08614461564505,"264 328 325 326 261 262"
"275",1,0,NA,0,NA,NA,1,1,1,53,14,33,24,0.791044776119403,0.578947368421053,0.21209740769835,2.3577436688189,"233 249 177 241 161 225"
"276",1,1,NA,0,NA,0,NA,1,1,39,27,24,47,0.590909090909091,0.338028169014085,0.252880921895006,2.79596502363158,"45 109 41 57 61 121 125"
"277",NA,NA,1,1,1,1,NA,0,1,45,3,31,18,0.9375,0.63265306122449,0.30484693877551,3.39822535953604,"387 391 3 131 259"
"278",NA,1,0,NA,0,1,1,NA,0,25,14,15,27,0.641025641025641,0.357142857142857,0.283882783882784,2.33099494271071,"340 372 114 116"
"279",1,NA,NA,0,0,NA,1,0,1,24,40,9,56,0.375,0.138461538461538,0.236538461538462,2.87678454539792,"59 187 123 251 115 243"
"280",NA,NA,1,NA,0,1,1,1,0,68,10,45,19,0.871794871794872,0.703125,0.168669871794872,2.27155387328781,"274 146 402 50 306 178 434"
"281",1,NA,NA,0,0,0,0,0,NA,7,55,0,59,0.112903225806452,0,0.112903225806452,2.26949123733217,"63 64 192 191 255 256 128"
"282",NA,NA,1,0,0,0,0,0,NA,7,50,0,68,0.12280701754386,0,0.12280701754386,2.58373883263093,"63 64 192 191 447 448 320"
"283",0,NA,1,NA,0,1,NA,1,1,31,8,25,20,0.794871794871795,0.555555555555556,0.239316239316239,2.08842966401516,"305 433 401 405"
"284",NA,0,0,1,0,1,NA,NA,1,31,30,16,57,0.508196721311475,0.219178082191781,0.289018639119695,3.30961386293242,"211 215 465 469 467 471"
"285",1,1,1,NA,1,NA,1,1,NA,54,0,55,8,1,0.873015873015873,0.126984126984127,2.34562261363789,"10 42 1 2 9 33"
"286",1,NA,0,0,1,0,1,NA,NA,41,15,24,22,0.732142857142857,0.521739130434783,0.210403726708075,1.99228336301361,"233 106 108 234 236"
"287",NA,0,1,0,0,NA,0,0,NA,11,63,0,69,0.148648648648649,0,0.148648648648649,3.01937467315588,"183 184 191 447 439 448"
"288",1,0,NA,NA,1,0,0,NA,0,18,36,5,49,0.333333333333333,0.0925925925925926,0.240740740740741,2.82045868827682,"208 174 176 238 240"
"289",1,1,0,1,1,NA,NA,NA,1,39,2,28,12,0.951219512195122,0.7,0.251219512195122,2.69573988503056,"75 69 67 71"
"290",1,1,1,NA,NA,NA,1,1,1,51,2,50,14,0.962264150943396,0.78125,0.181014150943396,2.56642391842587,"41 57 1 9 33 49"
"291",NA,0,1,NA,0,0,0,0,NA,5,45,0,59,0.1,0,0.1,2.0272889344464,"159 160 191 447 448 416"
"292",0,NA,0,1,1,0,NA,NA,1,32,26,23,45,0.551724137931034,0.338235294117647,0.213488843813387,2.22814658111679,"329 457 461 463 333 335"
"293",NA,NA,1,0,0,NA,0,0,1,7,51,0,64,0.120689655172414,0,0.120689655172414,2.47279979697896,"63 319 311 439 447 191"
"294",0,0,1,NA,NA,0,0,NA,0,16,44,5,62,0.266666666666667,0.0746268656716418,0.192039800995025,2.66910776361995,"398 430 416 448 432 446"
"295",NA,0,0,NA,NA,0,1,1,1,37,30,19,38,0.552238805970149,0.333333333333333,0.218905472636816,2.26010441789176,"473 201 233 489 505 249"
"296",NA,0,NA,0,0,NA,0,0,0,7,40,0,49,0.148936170212766,0,0.148936170212766,2.41305177418934,"184 256 512 448 504"
"297",NA,0,0,NA,NA,0,0,0,0,8,46,0,49,0.148148148148148,0,0.148148148148148,2.4368792644668,"208 256 512 480 496"
"298",0,NA,0,1,1,1,NA,0,NA,33,7,24,20,0.825,0.545454545454545,0.279545454545455,2.50597372416793,"327 451 452 323 324"
"299",0,NA,1,0,NA,NA,0,0,1,7,51,0,48,0.120689655172414,0,0.120689655172414,2.09767467662313,"303 311 439 447 431"
"300",0,NA,NA,0,1,0,0,0,NA,7,62,0,65,0.101449275362319,0,0.101449275362319,2.24932401791793,"303 431 495 432 496 368"
"301",0,0,0,NA,1,1,NA,NA,0,42,10,26,21,0.807692307692308,0.553191489361702,0.254500818330606,2.5096154783194,"456 454 486 450 482"
"302",NA,0,1,0,NA,NA,0,0,1,14,49,2,69,0.222222222222222,0.028169014084507,0.194053208137715,3.19068897140834,"167 175 191 447 431 439"
"303",NA,0,1,NA,NA,0,0,0,NA,9,63,1,89,0.125,0.0111111111111111,0.113888888888889,2.66448684207277,"175 191 447 431 432 448 399 416"
"304",0,NA,0,NA,NA,NA,0,0,0,11,65,2,96,0.144736842105263,0.0204081632653061,0.124328678839957,2.80305833997972,"336 384 512 480 496 344 472 504 456"
"305",0,NA,0,NA,0,NA,0,NA,0,6,49,0,89,0.109090909090909,0,0.109090909090909,2.75379562192045,"344 384 512 480 504 350 510"
"306",0,NA,1,NA,NA,0,0,0,NA,10,60,1,85,0.142857142857143,0.0116279069767442,0.131229235880399,2.86987977392561,"304 320 448 432 431 447 399 416"
"307",0,NA,NA,NA,NA,0,0,0,0,9,84,0,109,0.0967741935483871,0,0.0967741935483871,2.98060018726677,"320 448 384 512 368 496 432 304 336 480"
"308",0,NA,1,0,NA,0,0,NA,NA,9,67,0,90,0.118421052631579,0,0.118421052631579,3.0129319519015,"304 320 448 432 431 447 317 318 446"
"309",0,NA,1,0,NA,0,0,NA,NA,9,60,0,86,0.130434782608696,0,0.130434782608696,3.10538546728027,"304 320 448 432 431 447 317 446"
"310",NA,0,NA,NA,NA,0,0,0,1,9,80,1,95,0.101123595505618,0.0104166666666667,0.0907069288389513,2.40070543529994,"175 191 447 431 255 511 495 399 479"
"311",NA,1,0,NA,0,NA,1,1,NA,53,24,38,40,0.688311688311688,0.487179487179487,0.201132201132201,2.37975949716921,"337 369 81 113 346 377 370 378"
"312",0,NA,1,0,NA,1,0,NA,NA,41,34,30,51,0.546666666666667,0.37037037037037,0.176296296296296,2.04832926217218,"423 424 421 422 309 310 437 438"
"313",0,NA,NA,0,NA,NA,0,0,0,5,77,0,99,0.0609756097560976,0,0.0609756097560976,2.03606647853684,"320 448 384 512 368 496 432 304 504"
"314",0,NA,NA,0,NA,0,NA,0,0,5,82,0,101,0.0574712643678161,0,0.0574712643678161,1.98742105405157,"320 448 384 512 368 496 432 304 508"
"315",0,NA,NA,0,NA,0,0,NA,0,5,91,0,120,0.0520833333333333,0,0.0520833333333333,2.07414688680837,"320 448 384 512 368 496 432 304 318 446 510"
"316",0,NA,NA,0,NA,0,0,0,NA,12,121,0,142,0.0902255639097744,0,0.0902255639097744,3.36479225883173,"303 431 495 432 496 368 320 448 384 512 304 447 511"
"317",0,NA,1,0,NA,NA,0,0,NA,12,76,0,88,0.136363636363636,0,0.136363636363636,3.28954984935357,"303 311 439 447 431 304 320 448 432"
"318",NA,0,1,NA,0,0,0,NA,NA,5,53,0,72,0.0862068965517241,0,0.0862068965517241,2.08196506792533,"159 160 191 447 448 416 446"
"319",0,NA,NA,NA,0,0,0,NA,0,7,81,0,106,0.0795454545454545,0,0.0795454545454545,2.57096691348324,"288 320 448 416 384 512 480 318 446 510"
"320",0,NA,NA,NA,0,0,0,0,NA,7,90,0,98,0.0721649484536082,0,0.0721649484536082,2.32346921826609,"288 320 448 416 384 512 480 447 511 479"
"321",NA,NA,NA,NA,0,0,0,0,0,7,75,0,87,0.0853658536585366,0,0.0853658536585366,2.39726345614475,"288 320 448 416 384 512 480 128 256"
"322",NA,NA,NA,NA,0,0,0,0,0,7,69,0,83,0.0921052631578947,0,0.0921052631578947,2.44091605083772,"288 320 448 416 384 512 480 256"
"323",0,NA,NA,NA,0,NA,0,0,0,7,76,0,93,0.0843373493975904,0,0.0843373493975904,2.47167768111229,"288 320 448 416 384 512 480 472 504"
"324",0,NA,NA,NA,0,0,NA,0,0,7,72,0,87,0.0886075949367089,0,0.0886075949367089,2.45029872505397,"288 320 448 416 384 512 480 508"
"325",0,NA,0,NA,0,NA,0,NA,0,6,58,0,97,0.09375,0,0.09375,2.64829613661006,"384 512 504 510 472 480 344 350"
"326",NA,0,0,NA,NA,NA,0,0,0,12,63,2,73,0.16,0.0266666666666667,0.133333333333333,2.52612401140728,"208 256 512 480 496 456 472 504"
"327",1,NA,NA,0,0,0,0,NA,NA,7,64,0,70,0.0985915492957746,0,0.0985915492957746,2.3070760350274,"63 64 192 191 255 256 128 253"
"328",NA,NA,NA,0,0,0,0,0,NA,7,111,0,124,0.0593220338983051,0,0.0593220338983051,2.36860961243976,"63 64 192 191 255 256 128 447 448 511 512 384 320"
"329",1,NA,0,NA,1,NA,NA,1,1,83,10,71,30,0.89247311827957,0.702970297029703,0.189502821249867,3.08171493916648,"73 105 201 233 229 193 197 97 101"
"330",NA,NA,NA,0,0,NA,0,0,1,7,97,0,100,0.0673076923076923,0,0.0673076923076923,2.25536826357714,"63 319 311 439 447 191 375 503 511 255"
"331",0,NA,NA,0,NA,NA,0,0,1,7,95,0,92,0.0686274509803922,0,0.0686274509803922,2.17382394602814,"303 311 439 447 431 375 503 511 495"
"332",1,1,NA,NA,1,NA,1,1,NA,59,0,63,8,1,0.887323943661972,0.112676056338028,2.2950174729981,"10 42 1 2 9 33 65"
"333",1,1,NA,NA,1,NA,1,1,NA,67,0,72,8,1,0.9,0.1,2.29686577228899,"10 42 1 2 9 33 65 66"
"334",1,1,NA,NA,1,NA,1,1,NA,79,0,80,8,1,0.909090909090909,0.0909090909090909,2.38361675822169,"10 42 1 2 9 33 65 66 98"
"335",1,NA,1,NA,1,NA,1,1,NA,63,0,64,8,1,0.888888888888889,0.111111111111111,2.36247790444432,"10 42 1 2 9 33 129"
"336",NA,1,1,NA,1,NA,1,1,NA,67,0,60,8,1,0.882352941176471,0.117647058823529,2.53010047286292,"10 42 1 2 9 33 258"
"337",1,0,NA,NA,1,1,NA,1,NA,85,5,84,18,0.944444444444444,0.823529411764706,0.120915032679739,2.35212261976588,"229 193 197 194 226 130 134 166"
"338",NA,0,0,NA,NA,0,1,1,NA,56,62,34,73,0.474576271186441,0.317757009345794,0.156819261840646,2.26167833608784,"473 201 233 489 505 249 218 490 506 458 474"
"339",NA,0,NA,NA,NA,0,0,0,0,8,73,0,77,0.0987654320987654,0,0.0987654320987654,2.46731349500542,"208 256 512 480 496 416 448 432"
"340",NA,NA,0,NA,NA,0,0,0,0,8,79,0,81,0.0919540229885057,0,0.0919540229885057,2.43403390954131,"208 256 512 480 496 128 384 368"
"341",NA,0,0,NA,NA,0,0,0,NA,8,90,0,83,0.0816326530612245,0,0.0816326530612245,2.29960148580181,"208 256 512 480 496 255 511 479 495"
"342",NA,0,NA,NA,NA,0,0,0,0,8,55,0,58,0.126984126984127,0,0.126984126984127,2.44212414504552,"208 256 512 480 496 448"
"343",NA,0,0,NA,NA,0,NA,0,0,8,59,0,60,0.119402985074627,0,0.119402985074627,2.39930448307162,"208 256 512 480 496 508"
"344",NA,0,0,NA,NA,0,0,NA,0,8,53,0,62,0.131147540983607,0,0.131147540983607,2.58337623785434,"208 256 512 480 496 510"
"345",NA,0,1,0,0,NA,0,NA,NA,11,71,0,82,0.134146341463415,0,0.134146341463415,3.1216187887298,"183 184 191 447 439 448 446"
"346",NA,0,NA,0,0,NA,0,0,NA,11,120,0,115,0.083969465648855,0,0.083969465648855,2.8702439866514,"183 184 191 447 439 448 255 511 256 512 503 504"
"347",NA,0,NA,NA,0,NA,0,0,0,7,70,0,74,0.0909090909090909,0,0.0909090909090909,2.26887338247162,"184 256 512 448 504 416 480 472"
"348",NA,NA,NA,0,0,NA,0,0,0,7,65,0,83,0.0972222222222222,0,0.0972222222222222,2.519301538396,"184 256 512 448 504 128 384 320"
"349",NA,0,NA,NA,0,NA,0,0,0,7,51,0,57,0.120689655172414,0,0.120689655172414,2.31647333732567,"184 256 512 448 504 480"
"350",NA,0,NA,0,NA,NA,0,0,0,7,60,0,70,0.104477611940299,0,0.104477611940299,2.38809030237517,"184 256 512 448 504 432 496"
"351",NA,0,NA,0,NA,NA,0,0,0,7,52,0,60,0.11864406779661,0,0.11864406779661,2.36058197931642,"184 256 512 448 504 496"
"352",NA,0,NA,0,0,NA,0,NA,0,7,55,0,75,0.112903225806452,0,0.112903225806452,2.59749005136467,"184 256 512 448 504 446 510"
"353",NA,NA,NA,0,0,NA,0,0,0,7,54,0,70,0.114754098360656,0,0.114754098360656,2.52371054467112,"184 256 512 448 504 384"
"354",NA,0,NA,0,0,NA,NA,0,0,7,53,0,60,0.116666666666667,0,0.116666666666667,2.33697266001415,"184 256 512 448 504 508"
"355",NA,0,NA,0,0,NA,0,NA,0,7,47,0,62,0.12962962962963,0,0.12962962962963,2.53373882292392,"184 256 512 448 504 510"
"356",0,NA,1,NA,0,NA,0,0,NA,7,61,0,61,0.102941176470588,0,0.102941176470588,2.1875327157442,"288 320 448 416 447 311 439"
"357",NA,0,0,0,1,1,NA,NA,NA,45,34,30,58,0.569620253164557,0.340909090909091,0.228711162255466,2.81091649792458,"229 481 485 227 483 487 484 488"
"358",1,1,NA,NA,NA,NA,1,1,1,56,2,58,14,0.96551724137931,0.805555555555556,0.159961685823755,2.49112962399371,"41 57 1 9 33 49 65"
"359",1,NA,1,NA,NA,NA,1,1,1,60,2,59,14,0.967741935483871,0.808219178082192,0.159522757401679,2.59051307305358,"41 57 1 9 33 49 129"
"360",NA,NA,NA,0,0,0,NA,0,0,13,115,1,135,0.1015625,0.00735294117647059,0.0942095588235294,3.13902550044388,"60 316 124 380 188 252 128 384 256 512 320 448 508"
"361",NA,NA,NA,0,0,0,NA,0,0,13,104,1,122,0.111111111111111,0.00813008130081301,0.102981029810298,3.1269360859486,"60 316 124 380 188 252 256 512 448 508 384"
"362",0,0,1,NA,NA,0,0,NA,NA,16,67,5,85,0.192771084337349,0.0555555555555556,0.137215528781794,2.52793315713211,"398 430 416 448 432 446 431 447"
"363",0,0,1,NA,NA,0,0,NA,NA,16,53,5,70,0.231884057971014,0.0666666666666667,0.165217391304348,2.56995564541317,"398 430 416 448 432 446 447"
"364",0,0,NA,NA,NA,0,0,NA,0,16,79,5,105,0.168421052631579,0.0454545454545455,0.122966507177033,2.66441196855357,"398 430 416 448 432 446 480 512 496 510"
"365",NA,0,NA,0,NA,NA,0,0,1,14,93,2,102,0.130841121495327,0.0192307692307692,0.111610352264558,2.80172052820278,"167 175 191 447 431 439 255 511 503 495"
"366",NA,NA,NA,0,1,0,0,1,NA,28,41,15,69,0.405797101449275,0.178571428571429,0.227225672877847,2.93054048346806,"173 237 45 109 110 365 493 494"
"367",NA,0,0,0,NA,1,NA,1,NA,42,36,30,57,0.538461538461538,0.344827586206897,0.193633952254642,2.3467225045097,"229 481 485 245 246 501 502 497 498"
"368",0,0,NA,NA,NA,NA,0,0,1,19,70,5,84,0.213483146067416,0.0561797752808989,0.157303370786517,2.85290540748712,"391 407 415 399 447 511 479 495 503"
"369",0,0,NA,NA,NA,NA,0,0,1,19,85,5,98,0.182692307692308,0.0485436893203883,0.134148618371919,2.79712416369686,"399 447 511 479 495 439 503 391 407 415"
"370",0,0,NA,NA,NA,NA,0,0,1,19,99,5,113,0.161016949152542,0.0423728813559322,0.11864406779661,2.7997922205027,"399 447 511 479 495 431 439 503 391 407 415"
"371",NA,0,0,NA,0,0,NA,NA,0,10,70,2,81,0.125,0.0240963855421687,0.100903614457831,2.16609317030227,"218 222 254 256 512 480 508 510"
"372",0,1,NA,NA,1,1,NA,NA,0,48,6,45,27,0.888888888888889,0.625,0.263888888888889,3.12932008330455,"264 328 290 294 260 292"
"373",NA,NA,NA,0,0,0,0,NA,1,10,96,0,111,0.0943396226415094,0,0.0943396226415094,2.98938069650393,"127 383 63 319 253 509 381 255 511 191 447"
"374",NA,NA,NA,0,0,0,NA,0,1,10,85,0,97,0.105263157894737,0,0.105263157894737,2.957186284187,"127 383 63 319 191 447 255 511 507 379"
"375",NA,NA,NA,0,0,0,NA,0,1,10,76,0,84,0.116279069767442,0,0.116279069767442,2.8954932199865,"127 383 63 319 379 507 511 255 447"
"376",1,NA,NA,NA,1,NA,1,1,1,76,4,73,15,0.95,0.829545454545455,0.120454545454545,2.21815420694849,"73 105 201 233 1 9 33 65 129"
"377",0,0,NA,0,NA,0,NA,NA,1,18,83,9,109,0.178217821782178,0.076271186440678,0.1019466353415,2.08135718877852,"425 429 441 445 431 495 447 511 507 509"
"378",0,0,NA,0,NA,0,NA,NA,1,18,69,9,94,0.206896551724138,0.087378640776699,0.119517910947439,2.14226254736335,"425 429 441 445 447 511 507 495 509"
"379",NA,1,NA,NA,1,1,1,NA,0,69,0,60,6,1,0.909090909090909,0.0909090909090909,2.1443868222119,"260 292 2 66 68 98 322"
"380",NA,1,NA,NA,1,1,1,NA,0,94,0,77,6,1,0.927710843373494,0.072289156626506,2.23594183139741,"260 292 2 66 68 258 322 98 354"
"381",NA,NA,0,NA,0,0,0,NA,0,7,70,1,101,0.0909090909090909,0.00980392156862745,0.0811051693404635,2.23471498836776,"350 126 382 128 384 256 512 480 510"
"382",NA,NA,0,NA,0,0,0,NA,0,7,64,1,97,0.0985915492957746,0.0102040816326531,0.0883874676631216,2.30371418693094,"350 126 382 256 512 480 384 510"
"383",NA,NA,NA,1,1,NA,1,1,1,93,1,76,14,0.98936170212766,0.844444444444444,0.144917257683215,3.32160360138044,"321 329 137 393 1 9 129 385 65 449"
"384",0,NA,NA,NA,0,1,0,0,NA,14,90,1,86,0.134615384615385,0.0114942528735632,0.123121131741821,2.88004622026447,"280 312 408 440 311 439 375 503 504 472"
"385",0,NA,NA,NA,0,1,0,0,NA,14,82,1,83,0.145833333333333,0.0119047619047619,0.133928571428571,2.97309362689535,"280 312 408 440 375 503 504 439 472"
"386",0,0,1,NA,NA,NA,0,0,NA,14,84,4,94,0.142857142857143,0.0408163265306122,0.102040816326531,2.22599554801336,"391 407 415 431 447 439 432 448 416"
"387",0,0,1,NA,NA,NA,0,0,NA,14,76,4,84,0.155555555555556,0.0454545454545455,0.11010101010101,2.18732304479076,"391 407 415 431 447 439 448 416"
"388",0,0,NA,0,NA,0,NA,0,NA,12,114,3,130,0.0952380952380952,0.0225563909774436,0.0726817042606516,2.23679755670599,"427 428 431 495 447 511 432 496 448 512 507 508"
"389",0,NA,0,NA,0,0,0,NA,NA,10,93,0,128,0.0970873786407767,0,0.0970873786407767,3.27888170693703,"477 478 349 350 479 511 480 512 384 381 509 510"
"390",0,NA,0,NA,NA,0,NA,0,0,14,82,5,94,0.145833333333333,0.0505050505050505,0.0953282828282828,2.0026773300976,"336 332 460 368 496 384 512 508 480"
"391",0,NA,0,NA,NA,0,NA,0,0,14,69,5,87,0.168674698795181,0.0543478260869565,0.114326872708224,2.18420377920469,"336 332 460 384 512 480 508 496"
"392",NA,1,NA,1,1,NA,1,1,NA,63,0,59,8,1,0.880597014925373,0.119402985074627,2.46605984428993,"321 329 1 2 9 65 258"
"393",NA,1,NA,1,1,NA,1,1,NA,71,0,68,8,1,0.894736842105263,0.105263157894737,2.44757832849924,"321 329 1 2 9 65 66 258"
"394",NA,1,NA,1,1,NA,1,1,NA,83,0,78,8,1,0.906976744186046,0.0930232558139535,2.48456629436044,"321 329 1 2 9 65 258 66 322"
"395",NA,NA,0,NA,0,0,0,NA,1,10,70,1,69,0.125,0.0142857142857143,0.110714285714286,2.28110026830999,"93 221 253 509 381 255 511 479"
"396",NA,0,0,0,NA,0,NA,NA,1,19,66,6,74,0.223529411764706,0.075,0.148529411764706,2.4421223141069,"233 249 253 509 255 511 495 507"
"397",NA,0,0,0,NA,0,NA,NA,1,19,57,6,63,0.25,0.0869565217391304,0.16304347826087,2.37561674850967,"233 249 255 511 495 507 509"
"398",0,0,NA,NA,0,0,NA,NA,1,14,39,5,52,0.264150943396226,0.087719298245614,0.176431645150612,2.1935694039393,"409 473 479 511 509 507"
"399",0,0,NA,NA,0,0,NA,NA,1,14,53,5,69,0.208955223880597,0.0675675675675676,0.141387656313029,2.20843524837457,"473 475 507 479 511 509 447 409"
"400",1,NA,NA,1,1,1,1,NA,NA,63,0,70,12,1,0.853658536585366,0.146341463414634,2.86634773033373,"132 196 1 65 2 66 68 129"
"401",NA,NA,NA,1,1,1,1,NA,0,75,0,69,12,1,0.851851851851852,0.148148148148148,3.16875824363178,"132 196 2 66 68 322 258 386"
"402",0,0,NA,NA,NA,0,NA,0,1,18,55,3,76,0.246575342465753,0.0379746835443038,0.20860065892145,3.48839326328596,"395 459 399 447 511 479 495 507"
